UTILITY CHARACTERISTICS,,,,,,TOTAL,,
,,,,,,Revenue,Sales,Customers
Year,Month,Utility Number,Utility Name,State,Data Status,Thousands Dollars,Megawatthours,Count
2013,1,19882,Virginia Tech Electric Service,VA,Final,2781,27812,6274
2013,2,19882,Virginia Tech Electric Service,VA,Final,3064,30694,6251
2013,3,19882,Virginia Tech Electric Service,VA,Final,2781,27677,6240
2013,4,19882,Virginia Tech Electric Service,VA,Final,2871,28695,6259
2013,5,19882,Virginia Tech Electric Service,VA,Final,2942,29671,6530
2013,6,19882,Virginia Tech Electric Service,VA,Final,2567,25818,6282
2013,7,19882,Virginia Tech Electric Service,VA,Final,3301,33840,6651
2013,8,19882,Virginia Tech Electric Service,VA,Final,2884,29371,6749
2013,9,19882,Virginia Tech Electric Service,VA,Final,2739,27840,6143
2013,10,19882,Virginia Tech Electric Service,VA,Final,2847,29059,6077
2013,11,19882,Virginia Tech Electric Service,VA,Final,2613,26483,6048
2013,12,19882,Virginia Tech Electric Service,VA,Final,2728,27614,6069
2013,1,19896,City of Volga - (SD),SD,Final,355,4401,985
2013,2,19896,City of Volga - (SD),SD,Final,342,4080,984
2013,3,19896,City of Volga - (SD),SD,Final,345,4227,988
2013,4,19896,City of Volga - (SD),SD,Final,328,4057,988
2013,5,19896,City of Volga - (SD),SD,Final,302,3402,964
2013,6,19896,City of Volga - (SD),SD,Final,302,3746,986
2013,7,19896,City of Volga - (SD),SD,Final,331,4066,980
2013,8,19896,City of Volga - (SD),SD,Final,332,4125,989
2013,9,19896,City of Volga - (SD),SD,Final,307,3697,990
2013,10,19896,City of Volga - (SD),SD,Final,330,4133,989
2013,11,19896,City of Volga - (SD),SD,Final,346,4301,998
2013,12,19896,City of Volga - (SD),SD,Final,383,4679,1000
2013,1,19898,Volunteer Electric Coop,TN,Final,22202,216081,111624
2013,2,19898,Volunteer Electric Coop,TN,Final,19314,198683,111136
2013,3,19898,Volunteer Electric Coop,TN,Final,19745,200399,111959
2013,4,19898,Volunteer Electric Coop,TN,Final,17397,173662,111922
2013,5,19898,Volunteer Electric Coop,TN,Final,15285,149812,112125
2013,6,19898,Volunteer Electric Coop,TN,Final,17993,172716,112129
2013,7,19898,Volunteer Electric Coop,TN,Final,19163,187913,112419
2013,8,19898,Volunteer Electric Coop,TN,Final,19661,193758,112469
2013,9,19898,Volunteer Electric Coop,TN,Final,18267,183255,112501
2013,10,19898,Volunteer Electric Coop,TN,Final,15177,154203,112613
2013,11,19898,Volunteer Electric Coop,TN,Final,17422,176490,112500
2013,12,19898,Volunteer Electric Coop,TN,Final,21356,215412,112278
2013,1,20038,Town of Wallingford - (CT),CT,Final,5962,54181,24735
2013,2,20038,Town of Wallingford - (CT),CT,Final,5458,47513,24693
2013,3,20038,Town of Wallingford - (CT),CT,Final,5620,51099,25017
2013,4,20038,Town of Wallingford - (CT),CT,Final,5016,45166,24746
2013,5,20038,Town of Wallingford - (CT),CT,Final,5744,44019,24666
2013,6,20038,Town of Wallingford - (CT),CT,Final,6592,53554,24707
2013,7,20038,Town of Wallingford - (CT),CT,Final,7662,63093,24705
2013,8,20038,Town of Wallingford - (CT),CT,Final,6730,54068,24753
2013,9,20038,Town of Wallingford - (CT),CT,Final,5991,48155,24722
2013,10,20038,Town of Wallingford - (CT),CT,Final,5398,43144,24758
2013,11,20038,Town of Wallingford - (CT),CT,Final,4905,45293,24627
2013,12,20038,Town of Wallingford - (CT),CT,Final,5934,53028,24731
2013,1,20130,Warren Rural Elec Coop Corp,KY,Final,15429,161178,60909
2013,2,20130,Warren Rural Elec Coop Corp,KY,Final,14332,157441,60438
2013,3,20130,Warren Rural Elec Coop Corp,KY,Final,14402,157624,61014
2013,4,20130,Warren Rural Elec Coop Corp,KY,Final,13375,148514,61177
2013,5,20130,Warren Rural Elec Coop Corp,KY,Final,12008,132332,61251
2013,6,20130,Warren Rural Elec Coop Corp,KY,Final,13613,137366,61241
2013,7,20130,Warren Rural Elec Coop Corp,KY,Final,15261,154901,61482
2013,8,20130,Warren Rural Elec Coop Corp,KY,Final,15755,163975,61534
2013,9,20130,Warren Rural Elec Coop Corp,KY,Final,14973,159538,61421
2013,10,20130,Warren Rural Elec Coop Corp,KY,Final,12420,142678,61609
2013,11,20130,Warren Rural Elec Coop Corp,KY,Final,11860,134434,61525
2013,12,20130,Warren Rural Elec Coop Corp,KY,Final,14008,152388,61638
2013,1,20169,Avista Corp,ID,Final,24759,329326,124766
2013,1,20169,Avista Corp,MT,Final,6,69,22
2013,1,20169,Avista Corp,WA,Final,47820,549543,238053
2013,2,20169,Avista Corp,ID,Final,21101,279117,124834
2013,2,20169,Avista Corp,MT,Final,6,70,22
2013,2,20169,Avista Corp,WA,Final,43690,498380,238192
2013,3,20169,Avista Corp,ID,Final,21508,291383,124695
2013,3,20169,Avista Corp,MT,Final,10,105,28
2013,3,20169,Avista Corp,WA,Final,39821,457368,237729
2013,4,20169,Avista Corp,ID,Final,19646,265852,124659
2013,4,20169,Avista Corp,MT,Final,8,90,28
2013,4,20169,Avista Corp,WA,Final,37289,425912,237873
2013,5,20169,Avista Corp,ID,Final,19220,263726,124560
2013,5,20169,Avista Corp,MT,Final,5,48,26
2013,5,20169,Avista Corp,WA,Final,37084,431531,237543
2013,6,20169,Avista Corp,ID,Final,18333,252369,124319
2013,6,20169,Avista Corp,MT,Final,3,34,30
2013,6,20169,Avista Corp,WA,Final,35931,415045,237426
2013,7,20169,Avista Corp,ID,Final,20790,269434,124698
2013,7,20169,Avista Corp,MT,Final,2,25,28
2013,7,20169,Avista Corp,WA,Final,42036,487795,237922
2013,8,20169,Avista Corp,ID,Final,20124,264890,124574
2013,8,20169,Avista Corp,MT,Final,2,23,28
2013,8,20169,Avista Corp,WA,Final,43664,503796,237721
2013,9,20169,Avista Corp,ID,Final,17547,222149,125109
2013,9,20169,Avista Corp,MT,Final,2,26,28
2013,9,20169,Avista Corp,WA,Final,37166,417666,238530
2013,10,20169,Avista Corp,ID,Final,18044,224780,125262
2013,10,20169,Avista Corp,MT,Final,4,39,28
2013,10,20169,Avista Corp,WA,Final,39721,455359,239270
2013,11,20169,Avista Corp,ID,Final,21095,261879,125546
2013,11,20169,Avista Corp,MT,Final,6,68,28
2013,11,20169,Avista Corp,WA,Final,41905,472663,239864
2013,12,20169,Avista Corp,ID,Final,25404,311741,125851
2013,12,20169,Avista Corp,MT,Final,10,108,28
2013,12,20169,Avista Corp,WA,Final,49715,557000,240426
2013,1,20187,Watertown Municipal Utilities,SD,Final,2411,36155,13547
2013,2,20187,Watertown Municipal Utilities,SD,Final,2202,32736,13562
2013,3,20187,Watertown Municipal Utilities,SD,Final,2239,31287,13555
2013,4,20187,Watertown Municipal Utilities,SD,Final,2045,32708,13514
2013,5,20187,Watertown Municipal Utilities,SD,Final,1990,27966,13509
2013,6,20187,Watertown Municipal Utilities,SD,Final,1999,27981,13527
2013,7,20187,Watertown Municipal Utilities,SD,Final,2422,35373,13526
2013,8,20187,Watertown Municipal Utilities,SD,Final,2168,31565,13493
2013,9,20187,Watertown Municipal Utilities,SD,Final,2224,33464,13500
2013,10,20187,Watertown Municipal Utilities,SD,Final,2005,29137,13539
2013,11,20187,Watertown Municipal Utilities,SD,Final,2177,28934,13555
2013,12,20187,Watertown Municipal Utilities,SD,Final,2506,36298,13564
2013,1,20332,Wells Rural Electric Co,NV,Final,3341,75887,5303
2013,1,20332,Wells Rural Electric Co,UT,Final,237,3267,723
2013,2,20332,Wells Rural Electric Co,NV,Final,3346,69113,5300
2013,2,20332,Wells Rural Electric Co,UT,Final,246,2542,723
2013,3,20332,Wells Rural Electric Co,NV,Final,3331,71288,5292
2013,3,20332,Wells Rural Electric Co,UT,Final,218,3012,722
2013,4,20332,Wells Rural Electric Co,NV,Final,3487,63794,5280
2013,4,20332,Wells Rural Electric Co,UT,Final,204,2765,719
2013,5,20332,Wells Rural Electric Co,NV,Final,1981,51563,5298
2013,5,20332,Wells Rural Electric Co,UT,Final,178,2400,718
2013,6,20332,Wells Rural Electric Co,NV,Final,2761,65783,5296
2013,6,20332,Wells Rural Electric Co,UT,Final,175,2403,719
2013,7,20332,Wells Rural Electric Co,NV,Final,2682,68961,5302
2013,7,20332,Wells Rural Electric Co,UT,Final,185,2582,716
2013,8,20332,Wells Rural Electric Co,NV,Final,3121,69889,5312
2013,8,20332,Wells Rural Electric Co,UT,Final,184,2487,719
2013,9,20332,Wells Rural Electric Co,NV,Final,3054,66242,5314
2013,9,20332,Wells Rural Electric Co,UT,Final,199,2674,720
2013,10,20332,Wells Rural Electric Co,NV,Final,3280,65889,5327
2013,10,20332,Wells Rural Electric Co,UT,Final,200,2603,723
2013,11,20332,Wells Rural Electric Co,NV,Final,3006,67281,5322
2013,11,20332,Wells Rural Electric Co,UT,Final,222,2987,719
2013,12,20332,Wells Rural Electric Co,NV,Final,3183,71595,5328
2013,12,20332,Wells Rural Electric Co,UT,Final,240,3138,719
2013,1,20334,Wellsborough Electric Co,PA,Final,1189,11106,6223
2013,2,20334,Wellsborough Electric Co,PA,Final,1182,10936,6225
2013,3,20334,Wellsborough Electric Co,PA,Final,1066,9760,6226
2013,4,20334,Wellsborough Electric Co,PA,Final,1200,10238,6224
2013,5,20334,Wellsborough Electric Co,PA,Final,1100,9513,6233
2013,6,20334,Wellsborough Electric Co,PA,Final,1109,9491,6257
2013,7,20334,Wellsborough Electric Co,PA,Final,1254,9935,6257
2013,8,20334,Wellsborough Electric Co,PA,Final,1288,10282,6255
2013,9,20334,Wellsborough Electric Co,PA,Final,1184,9294,6262
2013,10,20334,Wellsborough Electric Co,PA,Final,1084,8813,6275
2013,11,20334,Wellsborough Electric Co,PA,Final,1163,9572,6261
2013,12,20334,Wellsborough Electric Co,PA,Final,1252,10276,6258
2013,1,20387,West Penn Power Company,PA,Final,56467,727859,516299
2013,2,20387,West Penn Power Company,PA,Final,54393,710256,514091
2013,3,20387,West Penn Power Company,PA,Final,53774,698895,513479
2013,4,20387,West Penn Power Company,PA,Final,42642,556635,512801
2013,5,20387,West Penn Power Company,PA,Final,42493,552947,509913
2013,6,20387,West Penn Power Company,PA,Final,51095,601359,508074
2013,7,20387,West Penn Power Company,PA,Final,58874,670769,507771
2013,8,20387,West Penn Power Company,PA,Final,52651,614390,505530
2013,9,20387,West Penn Power Company,PA,Final,41916,505409,500187
2013,10,20387,West Penn Power Company,PA,Final,44483,531165,494984
2013,11,20387,West Penn Power Company,PA,Final,51378,620809,491213
2013,12,20387,West Penn Power Company,PA,Final,56269,704460,486484
2013,1,20401,West River Electric Assn Inc,SD,Final,2789,26685,15865
2013,2,20401,West River Electric Assn Inc,SD,Final,2678,25292,15882
2013,3,20401,West River Electric Assn Inc,SD,Final,2368,21545,15903
2013,4,20401,West River Electric Assn Inc,SD,Final,2373,22416,15941
2013,5,20401,West River Electric Assn Inc,SD,Final,2399,18769,15972
2013,6,20401,West River Electric Assn Inc,SD,Final,2183,17417,15991
2013,7,20401,West River Electric Assn Inc,SD,Final,2628,21455,16025
2013,8,20401,West River Electric Assn Inc,SD,Final,2870,23952,16038
2013,9,20401,West River Electric Assn Inc,SD,Final,2849,23863,16039
2013,10,20401,West River Electric Assn Inc,SD,Final,2193,17961,16024
2013,11,20401,West River Electric Assn Inc,SD,Final,2447,21714,16019
2013,12,20401,West River Electric Assn Inc,SD,Final,2848,27210,16024
2013,1,20413,Mountrail-Williams Elec Coop,ND,Final,8950,118159,12998
2013,2,20413,Mountrail-Williams Elec Coop,ND,Final,9848,96863,13146
2013,3,20413,Mountrail-Williams Elec Coop,ND,Final,8536,89108,13300
2013,4,20413,Mountrail-Williams Elec Coop,ND,Final,8088,86363,13367
2013,5,20413,Mountrail-Williams Elec Coop,ND,Final,8635,93886,13471
2013,6,20413,Mountrail-Williams Elec Coop,ND,Final,5259,51390,13704
2013,7,20413,Mountrail-Williams Elec Coop,ND,Final,6616,66717,13704
2013,8,20413,Mountrail-Williams Elec Coop,ND,Final,7376,74677,13863
2013,9,20413,Mountrail-Williams Elec Coop,ND,Final,7346,73777,14030
2013,10,20413,Mountrail-Williams Elec Coop,ND,Final,7468,72864,14114
2013,11,20413,Mountrail-Williams Elec Coop,ND,Final,8831,91391,14348
2013,12,20413,Mountrail-Williams Elec Coop,ND,Final,9398,97550,14452
2013,1,20455,Western Massachusetts Electric Company,MA,Final,25876,174298,188148
2013,2,20455,Western Massachusetts Electric Company,MA,Final,26229,170488,188357
2013,3,20455,Western Massachusetts Electric Company,MA,Final,23021,150688,187700
2013,4,20455,Western Massachusetts Electric Company,MA,Final,22158,146302,186395
2013,5,20455,Western Massachusetts Electric Company,MA,Final,19296,126948,187670
2013,6,20455,Western Massachusetts Electric Company,MA,Final,21582,144550,187636
2013,7,20455,Western Massachusetts Electric Company,MA,Final,28814,187177,186496
2013,8,20455,Western Massachusetts Electric Company,MA,Final,26505,169260,187165
2013,9,20455,Western Massachusetts Electric Company,MA,Final,22769,146974,187475
2013,10,20455,Western Massachusetts Electric Company,MA,Final,18282,117046,187698
2013,11,20455,Western Massachusetts Electric Company,MA,Final,19659,126342,187003
2013,12,20455,Western Massachusetts Electric Company,MA,Final,26034,168083,187590
2013,1,20521,Wheeling Power Co,WV,Final,15103,240111,41470
2013,2,20521,Wheeling Power Co,WV,Final,16694,231260,41353
2013,3,20521,Wheeling Power Co,WV,Final,16078,231385,39979
2013,4,20521,Wheeling Power Co,WV,Final,14236,214156,42778
2013,5,20521,Wheeling Power Co,WV,Final,15199,216812,41285
2013,6,20521,Wheeling Power Co,WV,Final,15106,219021,41030
2013,7,20521,Wheeling Power Co,WV,Final,17195,246553,41340
2013,8,20521,Wheeling Power Co,WV,Final,16508,250237,41268
2013,9,20521,Wheeling Power Co,WV,Final,14782,217273,41202
2013,10,20521,Wheeling Power Co,WV,Final,14250,209547,41303
2013,11,20521,Wheeling Power Co,WV,Final,14277,207751,41227
2013,12,20521,Wheeling Power Co,WV,Final,15333,219674,41307
2013,1,20847,Wisconsin Electric Power Co,MI,Final,17012,227089,27615
2013,1,20847,Wisconsin Electric Power Co,WI,Final,246308,2092094,1098823
2013,2,20847,Wisconsin Electric Power Co,MI,Final,16346,210600,27615
2013,2,20847,Wisconsin Electric Power Co,WI,Final,226068,1888757,1099318
2013,3,20847,Wisconsin Electric Power Co,MI,Final,16863,235427,27607
2013,3,20847,Wisconsin Electric Power Co,WI,Final,226986,1956888,1099407
2013,4,20847,Wisconsin Electric Power Co,MI,Final,11954,153743,27603
2013,4,20847,Wisconsin Electric Power Co,WI,Final,221099,1854922,1099571
2013,5,20847,Wisconsin Electric Power Co,MI,Final,13332,161983,27570
2013,5,20847,Wisconsin Electric Power Co,WI,Final,224772,1904520,1098917
2013,6,20847,Wisconsin Electric Power Co,MI,Final,12747,159361,27564
2013,6,20847,Wisconsin Electric Power Co,WI,Final,234849,2003356,1099204
2013,7,20847,Wisconsin Electric Power Co,MI,Final,12494,146288,27554
2013,7,20847,Wisconsin Electric Power Co,WI,Final,277895,2315564,1099072
2013,8,20847,Wisconsin Electric Power Co,MI,Final,21629,241270,27496
2013,8,20847,Wisconsin Electric Power Co,WI,Final,279843,2242416,1098746
2013,9,20847,Wisconsin Electric Power Co,MI,Final,4792,36449,27503
2013,9,20847,Wisconsin Electric Power Co,WI,Final,229946,1968224,1098637
2013,10,20847,Wisconsin Electric Power Co,MI,Final,4698,38437,27503
2013,10,20847,Wisconsin Electric Power Co,WI,Final,230529,1941863,1099275
2013,11,20847,Wisconsin Electric Power Co,MI,Final,4879,35431,27535
2013,11,20847,Wisconsin Electric Power Co,WI,Final,226823,1883832,1099996
2013,12,20847,Wisconsin Electric Power Co,MI,Final,5023,37057,27559
2013,12,20847,Wisconsin Electric Power Co,WI,Final,226410,2092369,1100724
2013,1,20856,Wisconsin Power & Light Co,WI,Final,84040,899438,460637
2013,2,20856,Wisconsin Power & Light Co,WI,Final,74344,795470,460303
2013,3,20856,Wisconsin Power & Light Co,WI,Final,79945,840132,460726
2013,4,20856,Wisconsin Power & Light Co,WI,Final,72427,781579,461165
2013,5,20856,Wisconsin Power & Light Co,WI,Final,76746,825286,461696
2013,6,20856,Wisconsin Power & Light Co,WI,Final,86785,850868,461725
2013,7,20856,Wisconsin Power & Light Co,WI,Final,101907,981087,462294
2013,8,20856,Wisconsin Power & Light Co,WI,Final,99707,973752,462254
2013,9,20856,Wisconsin Power & Light Co,WI,Final,83543,859472,462190
2013,10,20856,Wisconsin Power & Light Co,WI,Final,78384,846674,462503
2013,11,20856,Wisconsin Power & Light Co,WI,Final,79576,860655,462164
2013,12,20856,Wisconsin Power & Light Co,WI,Final,87660,921039,462213
2013,1,20860,Wisconsin Public Service Corp,MI,Final,1952,25454,8968
2013,1,20860,Wisconsin Public Service Corp,WI,Final,83575,919105,434340
2013,2,20860,Wisconsin Public Service Corp,MI,Final,1835,24027,8969
2013,2,20860,Wisconsin Public Service Corp,WI,Final,77445,829723,434466
2013,3,20860,Wisconsin Public Service Corp,MI,Final,1901,24966,8968
2013,3,20860,Wisconsin Public Service Corp,WI,Final,77641,861885,434610
2013,4,20860,Wisconsin Public Service Corp,MI,Final,1822,24035,8965
2013,4,20860,Wisconsin Public Service Corp,WI,Final,73778,822554,434735
2013,5,20860,Wisconsin Public Service Corp,MI,Final,1681,23793,8951
2013,5,20860,Wisconsin Public Service Corp,WI,Final,75193,838174,434176
2013,6,20860,Wisconsin Public Service Corp,MI,Final,1718,23422,8948
2013,6,20860,Wisconsin Public Service Corp,WI,Final,80462,864462,434156
2013,7,20860,Wisconsin Public Service Corp,MI,Final,1887,25337,8944
2013,7,20860,Wisconsin Public Service Corp,WI,Final,96131,976944,434381
2013,8,20860,Wisconsin Public Service Corp,MI,Final,1688,22908,8944
2013,8,20860,Wisconsin Public Service Corp,WI,Final,93553,963033,434551
2013,9,20860,Wisconsin Public Service Corp,MI,Final,1514,21032,8940
2013,9,20860,Wisconsin Public Service Corp,WI,Final,83388,867399,434757
2013,10,20860,Wisconsin Public Service Corp,MI,Final,1498,22014,8949
2013,10,20860,Wisconsin Public Service Corp,WI,Final,75820,848200,435129
2013,11,20860,Wisconsin Public Service Corp,MI,Final,1478,22414,8962
2013,11,20860,Wisconsin Public Service Corp,WI,Final,73743,838261,435853
2013,12,20860,Wisconsin Public Service Corp,MI,Final,1645,24771,9006
2013,12,20860,Wisconsin Public Service Corp,WI,Final,84348,911795,436260
2013,1,20996,Wright-Hennepin Coop Elec Assn,MN,Final,7889,82455,48081
2013,2,20996,Wright-Hennepin Coop Elec Assn,MN,Final,8069,85587,48123
2013,3,20996,Wright-Hennepin Coop Elec Assn,MN,Final,6988,73126,48184
2013,4,20996,Wright-Hennepin Coop Elec Assn,MN,Final,7089,74293,48227
2013,5,20996,Wright-Hennepin Coop Elec Assn,MN,Final,6519,66620,48251
2013,6,20996,Wright-Hennepin Coop Elec Assn,MN,Final,6888,64675,48301
2013,7,20996,Wright-Hennepin Coop Elec Assn,MN,Final,8116,78154,48399
2013,8,20996,Wright-Hennepin Coop Elec Assn,MN,Final,8220,79540,48482
2013,9,20996,Wright-Hennepin Coop Elec Assn,MN,Final,8765,85069,48550
2013,10,20996,Wright-Hennepin Coop Elec Assn,MN,Final,6602,65627,48678
2013,11,20996,Wright-Hennepin Coop Elec Assn,MN,Final,6846,69112,48761
2013,12,20996,Wright-Hennepin Coop Elec Assn,MN,Final,7378,75998,48821
2013,1,20997,Yellowstone Valley Elec Co-op,MT,Final,3013,25956,17567
2013,2,20997,Yellowstone Valley Elec Co-op,MT,Final,2873,24437,17583
2013,3,20997,Yellowstone Valley Elec Co-op,MT,Final,2479,20108,17599
2013,4,20997,Yellowstone Valley Elec Co-op,MT,Final,2518,20230,17650
2013,5,20997,Yellowstone Valley Elec Co-op,MT,Final,2404,18596,17690
2013,6,20997,Yellowstone Valley Elec Co-op,MT,Final,2267,16972,17715
2013,7,20997,Yellowstone Valley Elec Co-op,MT,Final,2601,20981,17792
2013,8,20997,Yellowstone Valley Elec Co-op,MT,Final,2871,23845,17859
2013,9,20997,Yellowstone Valley Elec Co-op,MT,Final,2911,24026,17900
2013,10,20997,Yellowstone Valley Elec Co-op,MT,Final,2292,17541,17958
2013,11,20997,Yellowstone Valley Elec Co-op,MT,Final,2460,19115,18027
2013,12,20997,Yellowstone Valley Elec Co-op,MT,Final,2888,23823,18082
2013,1,21538,"Mohave Electric Cooperative, I",AZ,Final,6656,48712,39234
2013,2,21538,"Mohave Electric Cooperative, I",AZ,Final,5533,44023,39289
2013,3,21538,"Mohave Electric Cooperative, I",AZ,Final,5711,40148,39335
2013,4,21538,"Mohave Electric Cooperative, I",AZ,Final,5228,42046,39239
2013,5,21538,"Mohave Electric Cooperative, I",AZ,Final,5962,49543,39263
2013,6,21538,"Mohave Electric Cooperative, I",AZ,Final,7018,65083,39281
2013,7,21538,"Mohave Electric Cooperative, I",AZ,Final,7938,81622,39233
2013,8,21538,"Mohave Electric Cooperative, I",AZ,Final,7584,84707,39235
2013,9,21538,"Mohave Electric Cooperative, I",AZ,Final,6706,77300,39174
2013,10,21538,"Mohave Electric Cooperative, I",AZ,Final,5496,51753,39213
2013,11,21538,"Mohave Electric Cooperative, I",AZ,Final,4681,39448,39302
2013,12,21538,"Mohave Electric Cooperative, I",AZ,Final,4591,41177,39332
2013,1,22053,Kentucky Power Co,KY,Final,49032,658279,173021
2013,2,22053,Kentucky Power Co,KY,Final,47370,582917,172805
2013,3,22053,Kentucky Power Co,KY,Final,46247,607159,172559
2013,4,22053,Kentucky Power Co,KY,Final,37498,481736,172334
2013,5,22053,Kentucky Power Co,KY,Final,41545,508058,172044
2013,6,22053,Kentucky Power Co,KY,Final,40906,491615,171800
2013,7,22053,Kentucky Power Co,KY,Final,43864,533801,171571
2013,8,22053,Kentucky Power Co,KY,Final,42842,550324,171645
2013,9,22053,Kentucky Power Co,KY,Final,34218,453918,172134
2013,10,22053,Kentucky Power Co,KY,Final,38372,497905,171725
2013,11,22053,Kentucky Power Co,KY,Final,43817,570541,171862
2013,12,22053,Kentucky Power Co,KY,Final,46491,601269,172152
2013,1,22500,Westar Energy Inc,KS,Final,74315,826282,371155
2013,2,22500,Westar Energy Inc,KS,Final,67595,727785,370985
2013,3,22500,Westar Energy Inc,KS,Final,69697,761071,371283
2013,4,22500,Westar Energy Inc,KS,Final,64236,689317,372195
2013,5,22500,Westar Energy Inc,KS,Final,70205,759451,374355
2013,6,22500,Westar Energy Inc,KS,Final,87063,896758,373632
2013,7,22500,Westar Energy Inc,KS,Final,98699,999575,378886
2013,8,22500,Westar Energy Inc,KS,Final,95545,966964,375398
2013,9,22500,Westar Energy Inc,KS,Final,87078,903230,372400
2013,10,22500,Westar Energy Inc,KS,Final,67183,723145,371049
2013,11,22500,Westar Energy Inc,KS,Final,67928,731029,373078
2013,12,22500,Westar Energy Inc,KS,Final,76499,841769,373196
2013,1,22690,Roosevelt County Elec Coop Inc,NM,Final,1072,13615,6289
2013,2,22690,Roosevelt County Elec Coop Inc,NM,Final,1200,13859,6263
2013,3,22690,Roosevelt County Elec Coop Inc,NM,Final,1231,13598,6264
2013,4,22690,Roosevelt County Elec Coop Inc,NM,Final,1515,15567,6261
2013,5,22690,Roosevelt County Elec Coop Inc,NM,Final,1436,14321,6226
2013,6,22690,Roosevelt County Elec Coop Inc,NM,Final,1498,14828,6224
2013,7,22690,Roosevelt County Elec Coop Inc,NM,Final,1664,16476,6220
2013,8,22690,Roosevelt County Elec Coop Inc,NM,Final,1790,17849,6221
2013,9,22690,Roosevelt County Elec Coop Inc,NM,Final,1736,17204,6234
2013,10,22690,Roosevelt County Elec Coop Inc,NM,Final,1309,12963,6242
2013,11,22690,Roosevelt County Elec Coop Inc,NM,Final,1176,12420,6247
2013,12,22690,Roosevelt County Elec Coop Inc,NM,Final,1205,12161,6232
2013,1,22814,Raft Rural Elec Coop Inc,ID,Final,387,6983,2496
2013,1,22814,Raft Rural Elec Coop Inc,NV,Final,404,6058,1782
2013,1,22814,Raft Rural Elec Coop Inc,UT,Final,54,917,668
2013,2,22814,Raft Rural Elec Coop Inc,ID,Final,500,5795,2497
2013,2,22814,Raft Rural Elec Coop Inc,NV,Final,333,4863,1781
2013,2,22814,Raft Rural Elec Coop Inc,UT,Final,118,731,668
2013,3,22814,Raft Rural Elec Coop Inc,ID,Final,572,5469,2500
2013,3,22814,Raft Rural Elec Coop Inc,NV,Final,328,4529,1781
2013,3,22814,Raft Rural Elec Coop Inc,UT,Final,64,625,668
2013,4,22814,Raft Rural Elec Coop Inc,ID,Final,967,8534,2506
2013,4,22814,Raft Rural Elec Coop Inc,NV,Final,305,4257,1782
2013,4,22814,Raft Rural Elec Coop Inc,UT,Final,163,965,669
2013,5,22814,Raft Rural Elec Coop Inc,ID,Final,1495,30836,2503
2013,5,22814,Raft Rural Elec Coop Inc,NV,Final,295,4374,1782
2013,5,22814,Raft Rural Elec Coop Inc,UT,Final,297,6875,669
2013,6,22814,Raft Rural Elec Coop Inc,ID,Final,1578,36886,2500
2013,6,22814,Raft Rural Elec Coop Inc,NV,Final,277,4141,1782
2013,6,22814,Raft Rural Elec Coop Inc,UT,Final,278,6250,673
2013,7,22814,Raft Rural Elec Coop Inc,ID,Final,1695,38456,2500
2013,7,22814,Raft Rural Elec Coop Inc,NV,Final,298,4469,1782
2013,7,22814,Raft Rural Elec Coop Inc,UT,Final,342,7564,674
2013,8,22814,Raft Rural Elec Coop Inc,ID,Final,1506,35589,2504
2013,8,22814,Raft Rural Elec Coop Inc,NV,Final,288,4342,1782
2013,8,22814,Raft Rural Elec Coop Inc,UT,Final,294,7077,676
2013,9,22814,Raft Rural Elec Coop Inc,ID,Final,1033,20805,2504
2013,9,22814,Raft Rural Elec Coop Inc,NV,Final,264,3787,1782
2013,9,22814,Raft Rural Elec Coop Inc,UT,Final,206,4152,676
2013,10,22814,Raft Rural Elec Coop Inc,ID,Final,600,8121,2503
2013,10,22814,Raft Rural Elec Coop Inc,NV,Final,297,4092,1779
2013,10,22814,Raft Rural Elec Coop Inc,UT,Final,93,1293,673
2013,11,22814,Raft Rural Elec Coop Inc,ID,Final,358,5582,2500
2013,11,22814,Raft Rural Elec Coop Inc,NV,Final,322,4381,1785
2013,11,22814,Raft Rural Elec Coop Inc,UT,Final,50,609,673
2013,12,22814,Raft Rural Elec Coop Inc,ID,Final,578,6861,2505
2013,12,22814,Raft Rural Elec Coop Inc,NV,Final,414,5434,1784
2013,12,22814,Raft Rural Elec Coop Inc,UT,Final,86,859,671
2013,1,24211,Tucson Electric Power Co,AZ,Final,63485,726685,406403
2013,2,24211,Tucson Electric Power Co,AZ,Final,55178,627536,406625
2013,3,24211,Tucson Electric Power Co,AZ,Final,55482,641249,407036
2013,4,24211,Tucson Electric Power Co,AZ,Final,56803,646889,407101
2013,5,24211,Tucson Electric Power Co,AZ,Final,77187,779257,407425
2013,6,24211,Tucson Electric Power Co,AZ,Final,97755,983295,407519
2013,7,24211,Tucson Electric Power Co,AZ,Final,103710,1017609,411001
2013,8,24211,Tucson Electric Power Co,AZ,Final,105587,1006638,411811
2013,9,24211,Tucson Electric Power Co,AZ,Final,90969,885004,411591
2013,10,24211,Tucson Electric Power Co,AZ,Final,63690,686058,412239
2013,11,24211,Tucson Electric Power Co,AZ,Final,54361,601826,412550
2013,12,24211,Tucson Electric Power Co,AZ,Final,63846,676873,412802
2013,1,24590,Unitil Energy Systems,NH,Final,10083,73189,74175
2013,2,24590,Unitil Energy Systems,NH,Final,9853,71100,73885
2013,3,24590,Unitil Energy Systems,NH,Final,8721,60634,73424
2013,4,24590,Unitil Energy Systems,NH,Final,8416,58368,72756
2013,5,24590,Unitil Energy Systems,NH,Final,7681,53492,72978
